Unnamed: 0,Product Category,Product Name,Review Date,Review Text,Topic,Sentiment,Marketplace,Username
17,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-08-04 21:00:00,"Все пришло в срок, в целом нормально, но на мой вкус кисловат",Вкус,Negative,Ozon,tasty_coffee
18,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-08-04 21:00:00,Кофе вкуууусный!,Вкус,Positive,Ozon,tasty_coffee
19,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-08-04 21:00:00,Кофе вкуууусный!,Вкус,Positive,Ozon,tasty_coffee
20,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-25 21:00:00,Вкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Вкусный ароматный кофе.,Вкус,Positive,Ozon,tasty_coffee
21,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-25 21:00:00,Вкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Вкусный ароматный кофе.,Вкус,Positive,Ozon,tasty_coffee
22,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-25 21:00:00,"Крепость:Нормальный Моя прелесть 🫠
Очень приятный кофе, очень!
А я та еще привереда)",Вкус,Positive,Ozon,tasty_coffee
23,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-25 21:00:00,"Крепость:Нормальный Моя прелесть 🫠
Очень приятный кофе, очень!
А я та еще привереда)",Вкус,Positive,Ozon,tasty_coffee
24,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-26 21:00:00,Вкус аромат.,Вкус,Positive,Ozon,tasty_coffee
25,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-26 21:00:00,Вкус аромат.,Вкус,Positive,Ozon,tasty_coffee
26,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-08-02 21:00:00,"Вообще не о чем, на любителя",Вкус,Negative,Ozon,tasty_coffee
27,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-08-02 21:00:00,"Вообще не о чем, на любителя",Вкус,Negative,Ozon,tasty_coffee
28,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-24 21:00:00,"Достоинства
       Вкусный кофе под молоко, удобно брать в дорогу.",Вкус,Positive,Ozon,tasty_coffee
29,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-24 21:00:00,"Достоинства
       Вкусный кофе под молоко, удобно брать в дорогу.",Вкус,Positive,Ozon,tasty_coffee
30,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-24 21:00:00,"Нравится вкус, удобно брать в поездеи",Вкус,Positive,Ozon,tasty_coffee
31,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-24 21:00:00,"Нравится вкус, удобно брать в поездеи",Вкус,Positive,Ozon,tasty_coffee
32,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Ароматность:АроматныйКрепость:НормальныйВкус:Насыщенный У этого бренда самый вкусный кофе, заказываю не первый раз и буду заказывать ещё) рекомендую 👍",Вкус,Positive,Ozon,tasty_coffee
33,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Ароматность:АроматныйКрепость:НормальныйВкус:Насыщенный У этого бренда самый вкусный кофе, заказываю не первый раз и буду заказывать ещё) рекомендую 👍",Вкус,Positive,Ozon,tasty_coffee
34,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-24 21:00:00,"Ароматность:НормальныйКрепость:КрепкийВкус:Нормальный Невнимательно читала описание, обычно темную обжарку не беру, для меня по вкусу практически жженка, спасает добавить больше молока и воды. по десятибалльной шкале для меня этот кофе на твердую семерку. 
Надо попробовать среднюю и слабую обжарку чтобы наверняка решить брать еще или нет.",Вкус,Negative,Ozon,tasty_coffee
35,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-24 21:00:00,"Ароматность:НормальныйКрепость:КрепкийВкус:Нормальный Невнимательно читала описание, обычно темную обжарку не беру, для меня по вкусу практически жженка, спасает добавить больше молока и воды. по десятибалльной шкале для меня этот кофе на твердую семерку. 
Надо попробовать среднюю и слабую обжарку чтобы наверняка решить брать еще или нет.",Вкус,Negative,Ozon,tasty_coffee
36,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Брала на подарок, очень понравилось, что продавец позаботился о товаре и отлично все упаковал, не повредив коробку 👍 
На вкус кофе отличный",Вкус,Positive,Ozon,tasty_coffee
37,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Брала на подарок, очень понравилось, что продавец позаботился о товаре и отлично все упаковал, не повредив коробку 👍 
На вкус кофе отличный",Вкус,Positive,Ozon,tasty_coffee
38,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,Вкусный коф,Вкус,Positive,Ozon,tasty_coffee
39,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,Вкусный коф,Вкус,Positive,Ozon,tasty_coffee
40,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Достоинства
       С молоком просто отличный вкус для завтрака, очень сбалансированный",Вкус,Positive,Ozon,tasty_coffee
41,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Достоинства
       С молоком просто отличный вкус для завтрака, очень сбалансированный",Вкус,Positive,Ozon,tasty_coffee
42,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Ароматность:АроматныйКрепость:КрепкийВкус:Насыщенный
        Достоинства
       Лучший кофе для молока  
        Комментарий
       Лучший вкус кофе лично для меня. Идеально подходит если пьете кофе с молоком и любите более мягкий коф",Вкус,Positive,Ozon,tasty_coffee
43,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Ароматность:АроматныйКрепость:КрепкийВкус:Насыщенный
        Достоинства
       Лучший кофе для молока  
        Комментарий
       Лучший вкус кофе лично для меня. Идеально подходит если пьете кофе с молоком и любите более мягкий коф",Вкус,Positive,Ozon,tasty_coffee
44,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-22 21:00:00,Крепость:НормальныйАроматность:АроматныйВкус:Насыщенный Самый вкусный,Вкус,Positive,Ozon,tasty_coffee
45,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-22 21:00:00,Крепость:НормальныйАроматность:АроматныйВкус:Насыщенный Самый вкусный,Вкус,Positive,Ozon,tasty_coffee
46,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Крепость:КрепкийАроматность:АроматныйВкус:Насыщенный Классный кофе! ☕ Рекомендую как тем, кто любит с молоком, так и без. Во втором случае, для тех кто предпочитает без кислинки, но с горчинкой и покрепче. Здесь кислотность в минимуме.
Также добавлю, что Натти и Кэнди из белой серии тоже отличный кофе представляют. Вот эта троица будет достойной партией к любимому Колумбия Уила. А то и потеснит его в...  Читать полностью",Вкус,Positive,Ozon,tasty_coffee
47,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,"Крепость:КрепкийАроматность:АроматныйВкус:Насыщенный Классный кофе! ☕ Рекомендую как тем, кто любит с молоком, так и без. Во втором случае, для тех кто предпочитает без кислинки, но с горчинкой и покрепче. Здесь кислотность в минимуме.
Также добавлю, что Натти и Кэнди из белой серии тоже отличный кофе представляют. Вот эта троица будет достойной партией к любимому Колумбия Уила. А то и потеснит его в...  Читать полностью",Вкус,Positive,Ozon,tasty_coffee
48,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,хороший кофе.,Вкус,Positive,Ozon,tasty_coffee
49,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-23 21:00:00,хороший кофе.,Вкус,Positive,Ozon,tasty_coffee
50,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-22 21:00:00,"Вкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Брала сначала упаковку «бэрри» 5 шт, кофе был божественный. Потом снова взяла его же, но 10 шт. То ли он был старым, то ли что… но это небо и земля, не кофе, а какой-то кошмар 😳 фото с датой изготовления прилагаю. Надеюсь это ошибка, потому что заказываю третью пачку Берри, очень уж вкусная самая первая оказалась ) надеюсь придет такая, какая над",Вкус,Positive,Ozon,tasty_coffee
51,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-22 21:00:00,"Вкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Брала сначала упаковку «бэрри» 5 шт, кофе был божественный. Потом снова взяла его же, но 10 шт. То ли он был старым, то ли что… но это небо и земля, не кофе, а какой-то кошмар 😳 фото с датой изготовления прилагаю. Надеюсь это ошибка, потому что заказываю третью пачку Берри, очень уж вкусная самая первая оказалась ) надеюсь придет такая, какая над",Вкус,Positive,Ozon,tasty_coffee
52,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-21 21:00:00,"Удобный дрип кофе, но мне не понравился вкус. Какой странно ягодный. Однако это субъекти",Вкус,Negative,Ozon,tasty_coffee
53,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-21 21:00:00,"Удобный дрип кофе, но мне не понравился вкус. Какой странно ягодный. Однако это субъекти",Вкус,Negative,Ozon,tasty_coffee
54,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-22 21:00:00,Ароматность:АроматныйКрепость:НормальныйВкус:Насыщенный Отлично упакован товар. Вкусный кофе.,Вкус,Positive,Ozon,tasty_coffee
55,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-22 21:00:00,Ароматность:АроматныйКрепость:НормальныйВкус:Насыщенный Отлично упакован товар. Вкусный кофе.,Вкус,Positive,Ozon,tasty_coffee
56,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-21 21:00:00,Ароматность:АроматныйКрепость:НормальныйВкус:Насыщенный Вкусно.,Вкус,Positive,Ozon,tasty_coffee
57,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-21 21:00:00,Ароматность:АроматныйКрепость:НормальныйВкус:Насыщенный Вкусно.,Вкус,Positive,Ozon,tasty_coffee
58,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-19 21:00:00,"Ароматность:АроматныйКрепость:НормальныйВкус:Нормальный Вкусный кофе, как из кофейни)",Вкус,Positive,Ozon,tasty_coffee
59,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-19 21:00:00,"Ароматность:АроматныйКрепость:НормальныйВкус:Нормальный Вкусный кофе, как из кофейни)",Вкус,Positive,Ozon,tasty_coffee
60,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-19 21:00:00,"Очень вкусный кофе! Беру теперь упаковку, где 30 шт!",Вкус,Positive,Ozon,tasty_coffee
61,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-19 21:00:00,"Очень вкусный кофе! Беру теперь упаковку, где 30 шт!",Вкус,Positive,Ozon,tasty_coffee
62,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-18 21:00:00,Вкус:НормальныйАроматность:НормальныйКрепость:Нормальный Очень нравится. Все вкусы перепробовала. Рекомендую,Вкус,Positive,Ozon,tasty_coffee
63,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-18 21:00:00,Вкус:НормальныйАроматность:НормальныйКрепость:Нормальный Очень нравится. Все вкусы перепробовала. Рекомендую,Вкус,Positive,Ozon,tasty_coffee
64,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-19 21:00:00,Отличный кофе. Очень вкусный. Рекомендую,Вкус,Positive,Ozon,tasty_coffee
65,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-19 21:00:00,Отличный кофе. Очень вкусный. Рекомендую,Вкус,Positive,Ozon,tasty_coffee
66,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-18 21:00:00,"Ароматность:АроматныйКрепость:КрепкийВкус:Насыщенный Вкусный кофе, беру не впервы",Вкус,Positive,Ozon,tasty_coffee
67,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-18 21:00:00,"Ароматность:АроматныйКрепость:КрепкийВкус:Насыщенный Вкусный кофе, беру не впервы",Вкус,Positive,Ozon,tasty_coffee
68,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-21 21:00:00,"Очень вкусно!!! Всем рекомендую 😍 Для дома, работы, поездки. Очень удобно. Кофе насыщенный🔥",Вкус,Positive,Ozon,tasty_coffee
69,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-21 21:00:00,"Очень вкусно!!! Всем рекомендую 😍 Для дома, работы, поездки. Очень удобно. Кофе насыщенный🔥",Вкус,Positive,Ozon,tasty_coffee
70,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-16 21:00:00,Вкусный коф,Вкус,Positive,Ozon,tasty_coffee
71,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-16 21:00:00,Вкусный коф,Вкус,Positive,Ozon,tasty_coffee
72,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-18 21:00:00,"Вкус:НасыщенныйАроматность:НормальныйКрепость:Нормальный Хороший кофе, ароматный, на кружку 200мл, если заваривать на больший объем, вкус слабеет",Вкус,Positive,Ozon,tasty_coffee
73,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-18 21:00:00,"Вкус:НасыщенныйАроматность:НормальныйКрепость:Нормальный Хороший кофе, ароматный, на кружку 200мл, если заваривать на больший объем, вкус слабеет",Вкус,Positive,Ozon,tasty_coffee
74,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-17 21:00:00,"Крепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Ооочень вкусно! И быстро) Цена адекватная, буду брать еще другие вкусы☺️",Вкус,Positive,Ozon,tasty_coffee
75,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-17 21:00:00,"Крепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Ооочень вкусно! И быстро) Цена адекватная, буду брать еще другие вкусы☺️",Вкус,Positive,Ozon,tasty_coffee
76,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-16 21:00:00,"Крепость:НормальныйАроматность:АроматныйВкус:Насыщенный Беру эти пакетики на дачу,очень удобно и вкусно,если рядом нет кофемашины)) а дома в кофемашине использую зерна только этого производителя))самые любимые🩶     00:22",Вкус,Positive,Ozon,tasty_coffee
77,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-16 21:00:00,"Крепость:НормальныйАроматность:АроматныйВкус:Насыщенный Беру эти пакетики на дачу,очень удобно и вкусно,если рядом нет кофемашины)) а дома в кофемашине использую зерна только этого производителя))самые любимые🩶     00:22",Вкус,Positive,Ozon,tasty_coffee
78,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-16 21:00:00,Да действительно можно подбавить молоко но по мне это вкус отделяет,Вкус,Positive,Ozon,tasty_coffee
79,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-16 21:00:00,Да действительно можно подбавить молоко но по мне это вкус отделяет,Вкус,Positive,Ozon,tasty_coffee
80,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-15 21:00:00,"Крепость:КрепкийВкус:НасыщенныйАроматность:Ароматный
        Достоинства
       Вкусный кофе! Рекомендую",Вкус,Positive,Ozon,tasty_coffee
81,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-15 21:00:00,"Крепость:КрепкийВкус:НасыщенныйАроматность:Ароматный
        Достоинства
       Вкусный кофе! Рекомендую",Вкус,Positive,Ozon,tasty_coffee
82,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-15 21:00:00,Крепость:Нормальный Кислит,Вкус,Negative,Ozon,tasty_coffee
83,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-15 21:00:00,Крепость:Нормальный Кислит,Вкус,Negative,Ozon,tasty_coffee
84,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-14 21:00:00,"Крепость:НормальныйАроматность:НормальныйВкус:Нормальный Удобно , вкусно , рекомендую",Вкус,Positive,Ozon,tasty_coffee
85,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-14 21:00:00,"Крепость:НормальныйАроматность:НормальныйВкус:Нормальный Удобно , вкусно , рекомендую",Вкус,Positive,Ozon,tasty_coffee
86,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-14 21:00:00,Крепость:Крепкий Очень приятный на вкус,Вкус,Positive,Ozon,tasty_coffee
87,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-14 21:00:00,Крепость:Крепкий Очень приятный на вкус,Вкус,Positive,Ozon,tasty_coffee
88,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-14 21:00:00,"Просто вкусно, пейте на здоровье. Качественная прожарка, аромат отменный.",Вкус,Positive,Ozon,tasty_coffee
89,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-14 21:00:00,"Просто вкусно, пейте на здоровье. Качественная прожарка, аромат отменный.",Вкус,Positive,Ozon,tasty_coffee
90,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-13 21:00:00,"Чудесный кофе, как в кофейни",Вкус,Positive,Ozon,tasty_coffee
91,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-13 21:00:00,"Чудесный кофе, как в кофейни",Вкус,Positive,Ozon,tasty_coffee
92,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,"Ароматность:АроматныйКрепость:НормальныйВкус:Насыщенный Оч понра! Ароматный в меру крепкий кофе с пенкой, пакетика хватает на 2 небольшие или 1 большую чашку американо. Супер выручает, когда хочешь кофе, а есть только кулер с горячей водой или чайник.",Вкус,Positive,Ozon,tasty_coffee
93,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,"Ароматность:АроматныйКрепость:НормальныйВкус:Насыщенный Оч понра! Ароматный в меру крепкий кофе с пенкой, пакетика хватает на 2 небольшие или 1 большую чашку американо. Супер выручает, когда хочешь кофе, а есть только кулер с горячей водой или чайник.",Вкус,Positive,Ozon,tasty_coffee
94,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,"Крепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Супер дрипы! Насыщенный, богатый вкус, аромат бомбический. Спасибо продавцу.",Вкус,Positive,Ozon,tasty_coffee
95,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,"Крепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Супер дрипы! Насыщенный, богатый вкус, аромат бомбический. Спасибо продавцу.",Вкус,Positive,Ozon,tasty_coffee
96,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,Вкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Для любителей НЕ черного кофе. Много добавок.,Вкус,Positive,Ozon,tasty_coffee
97,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,Вкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Для любителей НЕ черного кофе. Много добавок.,Вкус,Positive,Ozon,tasty_coffee
98,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,"Ароматность:НормальныйВкус:НормальныйКрепость:Нормальный
        Недостатки
       Нет  
        Комментарий
       Очень вкусный кофе. Второй раз заказываю",Вкус,Positive,Ozon,tasty_coffee
99,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,"Ароматность:НормальныйВкус:НормальныйКрепость:Нормальный
        Недостатки
       Нет  
        Комментарий
       Очень вкусный кофе. Второй раз заказываю",Вкус,Positive,Ozon,tasty_coffee
100,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,Вкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Вкусный коф,Вкус,Positive,Ozon,tasty_coffee
101,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,Вкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Вкусный коф,Вкус,Positive,Ozon,tasty_coffee
102,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-14 21:00:00,"Кислятина. Попробовала, не вкус",Вкус,Negative,Ozon,tasty_coffee
103,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-14 21:00:00,"Кислятина. Попробовала, не вкус",Вкус,Negative,Ozon,tasty_coffee
104,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,Крепость:КрепкийВкус:НасыщенныйАроматность:Ароматный Вкусный кофе.,Вкус,Positive,Ozon,tasty_coffee
105,Кофе,"Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г",2024-07-12 21:00:00,Крепость:КрепкийВкус:НасыщенныйАроматность:Ароматный Вкусный кофе.,Вкус,Positive,Ozon,tasty_coffee
